ground_truth_organizational_structure,prediction_organizational_structure,rounded_prediction_organizational_structure,ground_truth_coherence,prediction_coherence,rounded_prediction_coherence,ground_truth_essay_length,prediction_essay_length,rounded_prediction_essay_length,ground_truth_grammatical_accuracy,prediction_grammatical_accuracy,rounded_prediction_grammatical_accuracy,ground_truth_grammatical_diversity,prediction_grammatical_diversity,rounded_prediction_grammatical_diversity,ground_truth_lexical_accuracy,prediction_lexical_accuracy,rounded_prediction_lexical_accuracy,ground_truth_lexical_diversity,prediction_lexical_diversity,rounded_prediction_lexical_diversity,ground_truth_punctuation_accuracy,prediction_punctuation_accuracy,rounded_prediction_punctuation_accuracy,ground_truth_argument_clarity,prediction_argument_clarity,rounded_prediction_argument_clarity,ground_truth_justifying_persuasiveness,prediction_justifying_persuasiveness,rounded_prediction_justifying_persuasiveness
3.0,3.5117188,3.5,4.0,3.6347656,3.5,3.5,4.0703125,4.0,2.5,3.4863281,3.5,3.0,3.6972656,3.5,3.0,3.7578125,4.0,3.0,3.1933594,3.0,3.0,3.6796875,3.5,3.0,3.7050781,3.5,3.0,3.5019531,3.5
3.0,3.3457031,3.5,3.0,3.59375,3.5,3.0,4.0507812,4.0,3.0,3.703125,3.5,4.0,3.9140625,4.0,4.0,3.9804688,4.0,3.0,3.2714844,3.5,4.0,4.0,4.0,3.5,3.5820312,3.5,3.0,3.515625,3.5
4.0,3.9355469,4.0,4.0,3.9980469,4.0,3.5,4.6289062,4.5,4.0,3.8515625,4.0,3.0,3.9492188,4.0,3.0,3.9648438,4.0,3.5,3.6660156,3.5,3.0,4.1132812,4.0,4.0,4.0,4.0,4.0,3.96875,4.0
4.0,4.078125,4.0,3.5,4.1132812,4.0,4.0,4.828125,5.0,3.5,4.0429688,4.0,3.5,4.3007812,4.5,3.5,4.3203125,4.5,3.0,3.7089844,3.5,3.5,4.3789062,4.5,3.5,4.0820312,4.0,3.5,4.0390625,4.0
4.0,4.4492188,4.5,4.0,4.46875,4.5,5.0,5.15625,5.0,5.0,4.453125,4.5,4.5,4.7617188,5.0,4.5,4.7304688,4.5,4.0,4.1210938,4.0,4.5,4.578125,4.5,3.5,4.1328125,4.0,4.0,4.3203125,4.5
4.0,4.3320312,4.5,4.0,4.296875,4.5,4.5,5.046875,5.0,4.0,4.21875,4.0,4.0,4.515625,4.5,4.0,4.5195312,4.5,4.0,3.9511719,4.0,4.0,4.4726562,4.5,3.0,4.1015625,4.0,3.5,4.140625,4.0
3.0,3.21875,3.0,2.5,3.2558594,3.5,3.0,3.7304688,3.5,2.0,2.7773438,3.0,3.0,2.9316406,3.0,3.0,2.9726562,3.0,2.5,2.9003906,3.0,3.0,3.1796875,3.0,3.5,3.5214844,3.5,3.0,3.2792969,3.5
3.5,3.1621094,3.0,2.5,3.1523438,3.0,3.5,3.734375,3.5,2.0,2.7011719,2.5,2.5,2.8964844,3.0,2.5,2.9335938,3.0,3.0,2.7949219,3.0,2.0,3.0742188,3.0,3.0,3.5898438,3.5,3.0,3.1621094,3.0
4.0,4.03125,4.0,4.0,4.1015625,4.0,4.0,4.734375,4.5,3.0,3.7539062,4.0,3.0,4.0117188,4.0,3.0,4.0195312,4.0,3.5,3.7128906,3.5,3.5,4.1132812,4.0,3.5,4.0234375,4.0,4.0,4.0703125,4.0
3.0,3.1894531,3.0,3.5,3.3027344,3.5,3.0,3.7050781,3.5,2.0,2.9101562,3.0,3.0,3.140625,3.0,3.0,3.1777344,3.0,3.0,2.96875,3.0,2.5,3.3671875,3.5,3.5,3.4414062,3.5,3.0,3.1972656,3.0
4.0,4.4140625,4.5,4.0,4.4257812,4.5,5.0,5.1328125,5.0,4.0,4.3710938,4.5,4.0,4.6289062,4.5,4.0,4.6601562,4.5,4.0,4.0390625,4.0,4.0,4.5703125,4.5,4.0,4.1015625,4.0,4.0,4.28125,4.5
2.5,3.1464844,3.0,3.0,3.2597656,3.5,4.0,3.7792969,4.0,3.0,3.0644531,3.0,3.0,3.2128906,3.0,3.0,3.2753906,3.5,2.5,2.96875,3.0,3.0,3.4980469,3.5,3.5,3.4785156,3.5,3.0,3.1953125,3.0
2.5,2.625,2.5,3.0,2.8964844,3.0,3.0,3.1132812,3.0,2.5,2.6425781,2.5,3.0,2.9453125,3.0,3.0,2.9375,3.0,3.0,2.5273438,2.5,3.0,2.9980469,3.0,2.5,2.8222656,3.0,2.0,2.7539062,3.0
4.0,4.3125,4.5,4.0,4.3515625,4.5,4.5,5.0898438,5.0,4.0,4.2070312,4.0,4.0,4.4726562,4.5,4.0,4.5546875,4.5,4.0,3.9589844,4.0,4.0,4.4921875,4.5,3.5,4.1523438,4.0,4.0,4.2734375,4.5
3.5,4.2421875,4.0,4.0,4.390625,4.5,4.5,5.0429688,5.0,4.0,4.390625,4.5,4.0,4.6875,4.5,4.0,4.7460938,4.5,4.0,4.0859375,4.0,4.0,4.5664062,4.5,3.0,4.0859375,4.0,4.0,4.3320312,4.5
3.0,3.9199219,4.0,4.0,4.1796875,4.0,4.0,4.6875,4.5,3.0,4.046875,4.0,4.0,4.3828125,4.5,4.0,4.3828125,4.5,4.0,3.8261719,4.0,3.0,4.2890625,4.5,4.0,4.0078125,4.0,3.5,4.1015625,4.0
4.0,4.15625,4.0,5.0,4.3164062,4.5,5.0,4.9257812,5.0,3.5,4.21875,4.0,3.5,4.3359375,4.5,3.5,4.3828125,4.5,4.0,3.9492188,4.0,4.0,4.390625,4.5,4.0,4.09375,4.0,4.0,4.1914062,4.0
3.0,3.0664062,3.0,3.0,3.2167969,3.0,3.5,3.5800781,3.5,3.0,2.9335938,3.0,3.0,3.1777344,3.0,3.0,3.2578125,3.5,3.0,2.9726562,3.0,2.0,3.21875,3.0,3.5,3.4882812,3.5,3.0,3.1953125,3.0
3.0,3.9589844,4.0,4.0,4.0429688,4.0,4.5,4.578125,4.5,3.5,3.6640625,3.5,3.0,3.6992188,3.5,3.0,3.7324219,3.5,3.0,3.4941406,3.5,3.5,4.0078125,4.0,4.0,4.0,4.0,4.0,3.9023438,4.0
3.0,3.3789062,3.5,3.0,3.5800781,3.5,3.0,4.046875,4.0,3.0,3.296875,3.5,3.0,3.5390625,3.5,3.0,3.5683594,3.5,3.5,3.2148438,3.0,3.5,3.6210938,3.5,4.0,3.6757812,3.5,3.0,3.4667969,3.5
3.0,3.5703125,3.5,4.0,3.71875,3.5,3.0,4.125,4.0,3.5,3.2089844,3.0,3.0,3.453125,3.5,3.0,3.4414062,3.5,3.0,3.1914062,3.0,3.0,3.5039062,3.5,3.5,3.8808594,4.0,4.0,3.5742188,3.5
3.5,3.5332031,3.5,4.0,3.6835938,3.5,4.5,4.265625,4.5,3.5,3.3183594,3.5,3.0,3.5976562,3.5,3.0,3.5683594,3.5,3.5,3.2636719,3.5,3.0,3.7558594,4.0,3.0,3.8378906,4.0,3.5,3.6054688,3.5
3.5,3.5449219,3.5,3.0,3.5957031,3.5,3.5,4.1835938,4.0,3.0,3.2382812,3.0,3.5,3.421875,3.5,3.5,3.484375,3.5,3.0,3.1425781,3.0,3.5,3.6914062,3.5,3.5,3.9003906,4.0,3.0,3.5546875,3.5
4.0,4.453125,4.5,4.5,4.4804688,4.5,4.5,5.171875,5.0,4.0,4.5195312,4.5,4.0,4.796875,5.0,4.0,4.8476562,5.0,4.0,4.1445312,4.0,4.0,4.6367188,4.5,3.5,4.1796875,4.0,3.5,4.3828125,4.5
2.5,3.1015625,3.0,3.0,3.2421875,3.0,2.5,3.6464844,3.5,3.5,3.1777344,3.0,3.5,3.4472656,3.5,3.5,3.4257812,3.5,3.0,2.9667969,3.0,4.0,3.5644531,3.5,3.5,3.40625,3.5,3.0,3.2285156,3.0
3.5,4.2890625,4.5,4.0,4.375,4.5,4.5,5.0625,5.0,4.0,4.2460938,4.0,4.0,4.4335938,4.5,4.0,4.4375,4.5,4.0,3.8964844,4.0,4.0,4.4453125,4.5,4.5,4.171875,4.0,4.0,4.2226562,4.0
3.0,3.8613281,4.0,4.0,4.015625,4.0,4.5,4.6484375,4.5,3.5,3.7089844,3.5,3.5,3.8828125,4.0,3.5,3.9472656,4.0,3.0,3.4921875,3.5,3.5,4.0351562,4.0,4.0,4.0703125,4.0,4.0,3.8085938,4.0
2.5,3.1640625,3.0,3.0,3.2050781,3.0,3.5,3.6953125,3.5,3.0,2.7304688,2.5,2.5,3.0859375,3.0,2.5,3.0332031,3.0,3.0,2.8652344,3.0,3.5,3.203125,3.0,4.0,3.3652344,3.5,3.0,3.1445312,3.0
3.5,4.3867188,4.5,4.0,4.4765625,4.5,5.0,5.1992188,5.0,4.0,4.4609375,4.5,4.0,4.6523438,4.5,4.0,4.65625,4.5,4.0,4.1015625,4.0,4.0,4.6210938,4.5,4.0,4.2539062,4.5,4.0,4.296875,4.5
3.0,3.203125,3.0,3.0,3.1894531,3.0,4.0,3.8339844,4.0,2.0,2.7324219,2.5,3.0,2.9453125,3.0,3.0,2.9824219,3.0,3.0,2.78125,3.0,2.0,3.1230469,3.0,3.0,3.5,3.5,3.0,3.1699219,3.0
3.0,3.4824219,3.5,3.5,3.5136719,3.5,4.0,4.0585938,4.0,3.0,3.2734375,3.5,3.0,3.4335938,3.5,3.0,3.5,3.5,3.0,3.2070312,3.0,3.5,3.5566406,3.5,3.0,3.7597656,4.0,3.0,3.4902344,3.5
4.0,4.2890625,4.5,4.0,4.3398438,4.5,4.0,4.8710938,5.0,3.5,4.0859375,4.0,4.0,4.3710938,4.5,4.0,4.4101562,4.5,4.0,3.8652344,4.0,4.0,4.2382812,4.0,3.5,4.1132812,4.0,3.5,4.1289062,4.0
4.0,2.6679688,2.5,3.0,2.8027344,3.0,2.5,2.8886719,3.0,2.0,2.4746094,2.5,2.5,2.6035156,2.5,2.5,2.7089844,2.5,2.0,2.3808594,2.5,3.0,2.8554688,3.0,3.0,2.84375,3.0,3.0,2.5253906,2.5
3.5,3.4824219,3.5,3.0,3.5644531,3.5,3.5,4.0273438,4.0,3.5,3.34375,3.5,3.0,3.6523438,3.5,3.0,3.5722656,3.5,3.0,3.2265625,3.0,3.0,3.6464844,3.5,3.0,3.5859375,3.5,3.0,3.4023438,3.5
4.0,4.0039062,4.0,3.5,4.0078125,4.0,4.0,4.4960938,4.5,3.5,3.7246094,3.5,3.0,4.015625,4.0,3.0,4.0625,4.0,4.0,3.6640625,3.5,4.0,4.0820312,4.0,4.0,4.0273438,4.0,4.0,3.921875,4.0
4.0,4.4648438,4.5,4.0,4.5039062,4.5,4.5,5.125,5.0,4.0,4.4960938,4.5,5.0,4.8203125,5.0,5.0,4.8984375,5.0,4.0,4.109375,4.0,5.0,4.5625,4.5,3.5,4.1757812,4.0,4.0,4.2695312,4.5
4.0,4.1132812,4.0,4.0,4.15625,4.0,3.5,4.609375,4.5,3.0,3.84375,4.0,3.0,4.2109375,4.0,3.0,4.1953125,4.0,3.5,3.6503906,3.5,3.5,4.109375,4.0,3.5,4.078125,4.0,4.0,3.9003906,4.0
3.5,3.7148438,3.5,3.5,3.8164062,4.0,3.5,4.3398438,4.5,3.0,3.4160156,3.5,4.0,3.7011719,3.5,4.0,3.7109375,3.5,3.5,3.3359375,3.5,4.0,3.8671875,4.0,3.5,3.9433594,4.0,3.0,3.53125,3.5
3.0,4.0390625,4.0,4.0,4.0078125,4.0,4.5,4.4726562,4.5,4.0,3.7832031,4.0,3.0,3.9179688,4.0,3.0,4.0039062,4.0,3.0,3.6132812,3.5,4.0,4.03125,4.0,3.0,3.9433594,4.0,3.0,3.7089844,3.5
1.0,1.0908203,1.0,2.0,1.2099609,1.0,1.5,1.1806641,1.0,2.0,1.2597656,1.5,1.5,1.3447266,1.5,1.5,1.2470703,1.0,1.0,1.1191406,1.0,2.5,1.3994141,1.5,1.0,1.0185547,1.0,1.5,1.1171875,1.0
4.0,4.4453125,4.5,3.5,4.4648438,4.5,4.5,4.96875,5.0,4.0,4.2773438,4.5,4.0,4.6601562,4.5,4.0,4.703125,4.5,4.0,4.0742188,4.0,4.0,4.4726562,4.5,3.0,4.0820312,4.0,4.0,4.2929688,4.5
3.0,3.859375,4.0,4.0,3.9550781,4.0,4.0,4.421875,4.5,3.5,3.609375,3.5,3.5,3.9726562,4.0,3.5,3.9335938,4.0,3.0,3.4960938,3.5,4.0,3.9375,4.0,3.5,3.8710938,4.0,3.0,3.7558594,4.0
3.0,2.6679688,2.5,3.0,2.9101562,3.0,1.0,2.8300781,3.0,3.0,2.5957031,2.5,3.0,2.8554688,3.0,3.0,2.8828125,3.0,2.5,2.5683594,2.5,3.0,2.9160156,3.0,3.0,2.8730469,3.0,3.0,2.71875,2.5
3.0,3.2089844,3.0,3.0,3.2519531,3.5,3.5,3.6464844,3.5,3.0,2.8535156,3.0,3.0,3.140625,3.0,3.0,3.2109375,3.0,3.0,2.8652344,3.0,3.0,3.1679688,3.0,3.0,3.6074219,3.5,3.0,3.1894531,3.0
4.0,4.4296875,4.5,4.0,4.5,4.5,4.5,5.1132812,5.0,4.0,4.453125,4.5,4.0,4.7695312,5.0,4.0,4.8359375,5.0,4.0,4.1679688,4.0,4.0,4.5859375,4.5,4.5,4.1875,4.0,4.0,4.375,4.5
5.0,4.53125,4.5,5.0,4.5898438,4.5,5.0,5.1289062,5.0,5.0,4.5820312,4.5,5.0,4.8945312,5.0,5.0,4.9492188,5.0,4.0,4.2226562,4.0,5.0,4.6445312,4.5,5.0,4.140625,4.0,5.0,4.4179688,4.5
3.5,3.4375,3.5,3.5,3.46875,3.5,4.0,3.9355469,4.0,3.5,3.1230469,3.0,3.0,3.3203125,3.5,3.0,3.4238281,3.5,2.5,3.0253906,3.0,3.5,3.4042969,3.5,3.5,3.7851562,4.0,3.5,3.3828125,3.5
3.5,3.4648438,3.5,3.5,3.5527344,3.5,3.5,3.8300781,4.0,3.0,3.2421875,3.0,3.0,3.4980469,3.5,3.0,3.5214844,3.5,3.5,3.15625,3.0,3.5,3.515625,3.5,4.5,3.6835938,3.5,3.0,3.3691406,3.5
4.0,4.3359375,4.5,4.0,4.3632812,4.5,5.0,4.9375,5.0,4.0,4.2148438,4.0,3.5,4.4414062,4.5,3.5,4.5273438,4.5,3.5,3.9492188,4.0,4.0,4.359375,4.5,4.0,4.109375,4.0,3.5,4.1054688,4.0
2.5,2.9277344,3.0,3.5,2.9707031,3.0,3.0,3.4472656,3.5,3.5,2.5117188,2.5,2.5,2.7519531,3.0,2.5,2.8320312,3.0,2.5,2.625,2.5,2.5,2.8183594,3.0,3.0,3.3339844,3.5,2.5,2.9238281,3.0
3.5,3.4589844,3.5,3.5,3.5371094,3.5,4.0,3.9921875,4.0,2.5,3.1230469,3.0,2.5,3.3398438,3.5,2.5,3.3554688,3.5,2.5,3.1601562,3.0,3.0,3.3867188,3.5,4.0,3.7539062,4.0,3.5,3.4492188,3.5
4.0,3.2734375,3.5,4.0,3.3710938,3.5,4.5,3.6621094,3.5,3.5,2.8125,3.0,3.0,2.8789062,3.0,3.0,2.9609375,3.0,3.0,2.9550781,3.0,3.0,3.0683594,3.0,3.5,3.4121094,3.5,3.0,3.125,3.0
4.0,4.0820312,4.0,4.0,4.0507812,4.0,5.0,4.7734375,5.0,4.0,3.8496094,4.0,2.5,4.0273438,4.0,2.5,4.0546875,4.0,2.5,3.6074219,3.5,3.5,3.9726562,4.0,3.5,4.1054688,4.0,3.5,3.8945312,4.0
3.5,4.0,4.0,4.0,3.9179688,4.0,4.0,4.46875,4.5,3.5,3.578125,3.5,3.0,3.7832031,4.0,3.0,3.7539062,4.0,3.0,3.4609375,3.5,3.5,3.890625,4.0,3.5,3.9589844,4.0,3.0,3.6347656,3.5
3.0,2.71875,2.5,3.0,2.9296875,3.0,4.0,3.1601562,3.0,2.5,2.5605469,2.5,2.5,2.796875,3.0,2.5,2.7441406,2.5,2.5,2.5527344,2.5,2.5,2.7753906,3.0,3.0,3.0429688,3.0,3.0,2.7011719,2.5
3.0,3.5273438,3.5,3.0,3.6640625,3.5,4.0,4.1796875,4.0,3.0,3.1953125,3.0,3.0,3.484375,3.5,3.0,3.4882812,3.5,3.0,3.1621094,3.0,3.0,3.5761719,3.5,3.5,3.8242188,4.0,3.0,3.5,3.5
3.0,3.7265625,3.5,4.0,3.8574219,4.0,4.0,4.3125,4.5,4.0,3.5878906,3.5,4.0,3.9003906,4.0,4.0,3.8457031,4.0,3.0,3.4277344,3.5,4.0,3.8691406,4.0,3.0,3.7714844,4.0,3.0,3.6230469,3.5
3.5,3.3769531,3.5,3.0,3.3984375,3.5,4.0,3.8984375,4.0,3.0,2.8378906,3.0,3.0,3.078125,3.0,3.0,3.1152344,3.0,3.0,2.9726562,3.0,3.0,3.3183594,3.5,3.5,3.5234375,3.5,3.0,3.2597656,3.5
3.5,4.0273438,4.0,4.0,4.125,4.0,5.0,4.8125,5.0,3.5,4.0078125,4.0,3.0,4.1132812,4.0,3.0,4.0703125,4.0,3.5,3.7148438,3.5,3.5,4.0546875,4.0,3.5,4.0859375,4.0,3.5,3.8730469,4.0
4.0,4.0585938,4.0,4.0,4.1484375,4.0,4.0,4.8046875,5.0,4.0,3.9882812,4.0,3.0,4.2421875,4.0,3.0,4.2109375,4.0,4.0,3.7753906,4.0,4.0,4.2226562,4.0,4.0,4.0507812,4.0,3.5,3.9433594,4.0
4.0,4.3789062,4.5,4.0,4.4726562,4.5,5.0,5.0742188,5.0,4.0,4.421875,4.5,4.0,4.6796875,4.5,4.0,4.625,4.5,4.0,4.0664062,4.0,5.0,4.4609375,4.5,3.0,4.140625,4.0,4.0,4.2109375,4.0
4.0,4.1210938,4.0,4.0,4.3359375,4.5,3.5,4.671875,4.5,4.0,4.25,4.0,4.0,4.4375,4.5,4.0,4.4570312,4.5,3.0,3.8808594,4.0,4.0,4.3828125,4.5,4.0,3.9882812,4.0,3.5,3.9667969,4.0
4.0,3.9492188,4.0,4.0,4.0273438,4.0,4.0,4.4296875,4.5,3.5,3.7460938,3.5,3.5,3.9121094,4.0,3.5,3.9101562,4.0,3.0,3.5546875,3.5,3.5,3.9609375,4.0,3.0,3.9042969,4.0,3.0,3.6699219,3.5
3.0,3.3339844,3.5,3.5,3.5234375,3.5,3.5,3.7949219,4.0,3.0,3.0878906,3.0,3.0,3.2792969,3.5,3.0,3.2675781,3.5,3.0,3.1210938,3.0,3.5,3.3203125,3.5,2.0,3.5371094,3.5,3.5,3.2988281,3.5
3.0,3.4726562,3.5,3.5,3.6757812,3.5,4.0,3.9453125,4.0,3.0,3.3925781,3.5,3.5,3.5917969,3.5,3.0,3.5527344,3.5,3.0,3.3046875,3.5,4.0,3.6015625,3.5,3.0,3.5839844,3.5,3.0,3.453125,3.5
4.0,4.2734375,4.5,4.5,4.34375,4.5,5.0,4.8515625,5.0,3.5,4.1054688,4.0,4.0,4.3203125,4.5,4.0,4.3046875,4.5,3.0,3.7929688,4.0,3.0,4.2460938,4.0,3.5,4.0976562,4.0,4.0,3.9472656,4.0
4.0,4.296875,4.5,4.0,4.3398438,4.5,4.0,4.8320312,5.0,4.0,4.3203125,4.5,4.0,4.5273438,4.5,4.0,4.4609375,4.5,3.0,3.8808594,4.0,4.0,4.4179688,4.5,3.5,4.0625,4.0,3.5,3.9863281,4.0
3.0,3.8515625,4.0,3.5,3.9082031,4.0,4.0,4.3359375,4.5,3.0,3.6054688,3.5,3.0,3.8535156,4.0,3.0,3.8457031,4.0,3.5,3.4628906,3.5,3.5,3.765625,4.0,4.5,3.9160156,4.0,3.0,3.6074219,3.5
3.5,3.78125,4.0,3.5,3.9140625,4.0,3.5,4.2851562,4.5,3.0,3.6132812,3.5,4.0,3.8359375,4.0,3.0,3.7851562,4.0,2.5,3.4199219,3.5,3.5,3.7714844,4.0,4.5,3.8671875,4.0,3.5,3.5917969,3.5
2.5,2.4941406,2.5,2.5,2.5488281,2.5,2.5,3.0117188,3.0,2.0,2.1796875,2.0,3.0,2.4335938,2.5,3.0,2.4492188,2.5,2.5,2.3710938,2.5,2.0,2.421875,2.5,3.0,2.84375,3.0,2.0,2.6660156,2.5
4.0,4.5546875,4.5,4.5,4.5507812,4.5,4.5,5.0859375,5.0,4.0,4.515625,4.5,4.0,4.7070312,4.5,4.0,4.6875,4.5,4.0,4.0664062,4.0,4.5,4.5117188,4.5,4.0,4.2109375,4.0,3.5,4.1875,4.0
3.0,3.1210938,3.0,3.5,3.2617188,3.5,3.0,3.4453125,3.5,3.0,2.7695312,3.0,3.0,2.9511719,3.0,3.0,2.953125,3.0,3.0,2.7207031,2.5,2.5,2.9570312,3.0,3.0,3.2128906,3.0,3.0,2.9355469,3.0
4.0,4.3671875,4.5,4.0,4.453125,4.5,4.5,4.9765625,5.0,4.0,4.3789062,4.5,4.0,4.5703125,4.5,4.0,4.5039062,4.5,3.5,3.9433594,4.0,3.5,4.4023438,4.5,3.5,4.1367188,4.0,3.0,4.0507812,4.0
3.0,2.9648438,3.0,3.0,3.1464844,3.0,3.0,3.3515625,3.5,2.5,2.8378906,3.0,3.0,3.0078125,3.0,3.0,2.9921875,3.0,3.0,2.765625,3.0,2.0,3.0585938,3.0,3.0,3.3144531,3.5,3.0,2.9902344,3.0
3.5,3.5527344,3.5,3.0,3.5898438,3.5,4.0,4.0664062,4.0,3.0,3.2226562,3.0,3.0,3.3613281,3.5,3.0,3.3671875,3.5,3.0,3.2050781,3.0,3.5,3.4960938,3.5,3.5,3.7578125,4.0,3.5,3.390625,3.5
3.0,3.9941406,4.0,4.0,4.1171875,4.0,4.0,4.6367188,4.5,4.0,4.0234375,4.0,4.0,4.21875,4.0,4.0,4.1367188,4.0,4.0,3.6582031,3.5,3.5,4.1015625,4.0,3.0,4.0507812,4.0,3.5,3.8164062,4.0
4.0,4.3632812,4.5,4.0,4.328125,4.5,4.0,4.9179688,5.0,4.0,4.3320312,4.5,4.0,4.546875,4.5,4.0,4.4882812,4.5,4.0,3.9433594,4.0,4.0,4.3476562,4.5,3.5,4.1328125,4.0,4.0,4.0429688,4.0
5.0,4.5625,4.5,4.5,4.5195312,4.5,5.0,5.0507812,5.0,4.0,4.4296875,4.5,4.0,4.5664062,4.5,4.0,4.6132812,4.5,4.0,4.0234375,4.0,4.5,4.4296875,4.5,4.0,4.1953125,4.0,4.0,4.1523438,4.0
3.0,3.1699219,3.0,3.5,3.140625,3.0,3.0,3.5898438,3.5,3.0,2.7695312,3.0,2.0,2.9375,3.0,2.0,2.9804688,3.0,2.5,2.7402344,2.5,3.0,3.0878906,3.0,3.0,3.453125,3.5,3.0,3.0585938,3.0
4.0,4.5,4.5,4.0,4.5351562,4.5,5.0,4.9921875,5.0,4.0,4.4804688,4.5,4.0,4.6054688,4.5,4.0,4.6484375,4.5,4.0,4.1015625,4.0,4.5,4.5195312,4.5,3.0,4.1953125,4.0,3.5,4.1953125,4.0
3.0,3.2617188,3.5,3.5,3.3867188,3.5,3.0,3.6132812,3.5,3.0,3.09375,3.0,3.0,3.3027344,3.5,3.0,3.2949219,3.5,3.0,3.0214844,3.0,3.5,3.4042969,3.5,3.5,3.4921875,3.5,3.0,3.1621094,3.0
4.0,4.3671875,4.5,4.0,4.484375,4.5,4.5,4.9882812,5.0,4.0,4.4609375,4.5,4.0,4.640625,4.5,4.0,4.6328125,4.5,4.5,4.0625,4.0,4.5,4.4726562,4.5,3.5,4.1835938,4.0,4.0,4.1328125,4.0
3.5,4.1953125,4.0,4.0,4.3164062,4.5,4.0,4.7539062,5.0,3.5,4.1953125,4.0,4.0,4.46875,4.5,4.0,4.484375,4.5,3.5,3.8789062,4.0,4.5,4.3125,4.5,4.5,4.0820312,4.0,3.5,3.9785156,4.0
5.0,4.4765625,4.5,5.0,4.5078125,4.5,4.5,5.0195312,5.0,4.0,4.4609375,4.5,4.0,4.625,4.5,4.0,4.7265625,4.5,4.0,4.0390625,4.0,4.5,4.4296875,4.5,4.0,4.1679688,4.0,4.0,4.1210938,4.0
3.5,3.7890625,4.0,4.0,3.8320312,4.0,4.0,4.3710938,4.5,3.0,3.4746094,3.5,3.0,3.6582031,3.5,3.0,3.6933594,3.5,3.0,3.2949219,3.5,3.5,3.6347656,3.5,3.5,3.9160156,4.0,3.0,3.5820312,3.5
3.5,3.4570312,3.5,3.0,3.5429688,3.5,3.5,3.9570312,4.0,3.0,3.2109375,3.0,3.0,3.3359375,3.5,3.0,3.3242188,3.5,3.0,3.1308594,3.0,3.5,3.4277344,3.5,3.5,3.6816406,3.5,3.0,3.265625,3.5
4.0,4.203125,4.0,3.5,4.1914062,4.0,3.5,4.671875,4.5,3.0,4.0507812,4.0,4.0,4.171875,4.0,4.0,4.1992188,4.0,4.0,3.75,4.0,4.0,4.1640625,4.0,4.0,4.0273438,4.0,4.0,3.8613281,4.0
3.0,3.6367188,3.5,3.0,3.6992188,3.5,4.0,3.8691406,4.0,3.0,3.4765625,3.5,4.0,3.7285156,3.5,4.0,3.7578125,4.0,3.5,3.3242188,3.5,3.5,3.5664062,3.5,3.5,3.59375,3.5,3.0,3.4179688,3.5
4.0,4.0820312,4.0,4.0,4.0820312,4.0,3.5,4.3632812,4.5,4.0,3.9609375,4.0,4.0,4.171875,4.0,4.0,4.1796875,4.0,3.0,3.6953125,3.5,3.5,3.9628906,4.0,4.0,3.8613281,4.0,3.0,3.7851562,4.0
3.0,3.1152344,3.0,3.5,3.4277344,3.5,3.0,3.6601562,3.5,3.0,3.1953125,3.0,3.0,3.3964844,3.5,3.0,3.4335938,3.5,3.0,2.9765625,3.0,3.5,3.4882812,3.5,2.5,3.3945312,3.5,3.0,3.0839844,3.0
3.0,3.1816406,3.0,4.0,3.2636719,3.5,3.0,3.5488281,3.5,3.0,2.7714844,3.0,2.5,2.8339844,3.0,2.5,2.8027344,3.0,3.0,2.8203125,3.0,2.5,2.9082031,3.0,3.0,3.3710938,3.5,3.0,3.0117188,3.0
3.5,3.2988281,3.5,4.0,3.625,3.5,3.0,3.8417969,4.0,4.0,3.4140625,3.5,3.5,3.6425781,3.5,3.5,3.6816406,3.5,3.0,3.1855469,3.0,3.0,3.5761719,3.5,3.5,3.4765625,3.5,3.0,3.3125,3.5
4.5,4.3398438,4.5,4.5,4.3789062,4.5,4.5,4.8515625,5.0,4.0,4.421875,4.5,4.5,4.6015625,4.5,4.5,4.6601562,4.5,3.0,3.8632812,4.0,4.0,4.3828125,4.5,3.5,4.0664062,4.0,3.0,3.9746094,4.0
3.5,3.9160156,4.0,3.5,4.0078125,4.0,3.0,4.3125,4.5,3.0,3.765625,4.0,3.0,3.9121094,4.0,3.0,3.9042969,4.0,3.0,3.4648438,3.5,3.5,3.8945312,4.0,4.5,3.9082031,4.0,3.5,3.625,3.5
4.0,4.140625,4.0,4.0,4.1640625,4.0,4.0,4.4492188,4.5,4.0,3.78125,4.0,3.0,3.8378906,4.0,3.0,3.9550781,4.0,3.0,3.59375,3.5,3.5,3.8789062,4.0,4.0,3.9140625,4.0,4.0,3.7226562,3.5
3.0,3.3632812,3.5,3.0,3.4980469,3.5,3.0,3.7949219,4.0,3.0,3.1640625,3.0,3.0,3.4414062,3.5,3.0,3.4609375,3.5,3.0,3.0800781,3.0,3.5,3.4824219,3.5,3.5,3.6914062,3.5,3.0,3.4003906,3.5
3.0,3.328125,3.5,3.0,3.4609375,3.5,3.0,3.6347656,3.5,3.0,2.9199219,3.0,3.5,3.2050781,3.0,3.5,3.3007812,3.5,3.0,2.9550781,3.0,3.5,3.3867188,3.5,3.5,3.6445312,3.5,3.0,3.1953125,3.0
3.5,3.9101562,4.0,3.5,3.9707031,4.0,4.0,4.3945312,4.5,3.0,3.6679688,3.5,3.0,3.8222656,4.0,3.0,3.8457031,4.0,3.0,3.5019531,3.5,4.0,4.0273438,4.0,3.5,3.9394531,4.0,3.5,3.6542969,3.5
